Semester,Gender,Quiz,Attendance,Presentation,Assignment,Mid,Final,TotalMark,SGPA
2,1,12.0,3.12,3.57,2.23,10.0,13.68,44.6,2.23
5,0,9.0,4.66,5.33,3.33,7.0,37.27999999999999,66.6,3.33
2,1,13.0,4.17,4.77,2.98,19.5,15.18,59.6,2.98
5,0,13.0,5.26,6.02,3.76,17.0,30.16,75.2,3.76
2,1,1.0,1.69,1.94,1.21,10.0,8.36,24.2,1.21
7,0,8.0,4.1,4.69,2.93,11.0,27.88,58.6,2.93
2,0,6.0,3.58,4.1,2.56,8.0,26.96,51.2,2.56
2,1,11.0,4.98,5.7,3.56,22.5,23.46000000000001,71.2,3.56
7,1,10.0,3.74,4.27,2.67,2.0,30.72,53.4,2.67
1,1,11.0,4.94,5.65,3.53,23.0,22.47999999999999,70.6,3.53
10,1,9.0,5.39,6.16,3.85,20.0,32.59999999999999,77.0,3.85
2,1,11.0,4.75,5.42,3.39,16.0,27.23999999999999,67.8,3.39
6,0,11.0,4.33,4.94,3.09,5.0,33.44,61.8,3.09
7,1,10.0,4.54,5.18,3.24,14.0,27.84,64.8,3.24
2,1,5.0,4.1,4.69,2.93,10.5,31.38,58.6,2.93
12,1,11.0,4.76,5.44,3.4,19.0,24.40000000000001,68.0,3.4
4,0,13.0,4.45,5.09,3.18,23.5,14.38,63.6,3.18
10,1,9.0,3.86,4.42,2.76,21.5,13.66,55.2,2.76
2,1,11.0,4.47,5.1,3.19,18.0,22.03999999999999,63.8,3.19
2,1,10.0,1.51,1.73,1.08,7.0,0.2800000000000011,21.6,1.08
2,1,10.0,4.7,5.38,3.36,12.5,31.26000000000001,67.2,3.36
2,1,11.0,3.51,4.02,2.51,16.0,13.16,50.2,2.51
11,1,12.0,5.4,6.18,3.86,20.0,29.76000000000001,77.2,3.86
2,1,8.0,4.12,4.7,2.94,13.0,26.03999999999999,58.8,2.94
11,1,11.0,3.51,4.02,2.51,10.0,19.16,50.2,2.51
6,0,12.0,4.98,5.7,3.56,14.5,30.46000000000001,71.2,3.56
5,0,9.0,5.6,6.4,4.0,23.0,32.0,80.0,4.0
10,1,8.0,4.4,5.02,3.14,17.5,24.73999999999999,62.8,3.14
11,1,14.0,3.98,4.54,2.84,14.5,16.94,56.8,2.84
12,1,9.0,4.45,5.09,3.18,13.5,28.38,63.6,3.18
12,1,12.0,4.73,5.41,3.38,17.0,25.08,67.6,3.38
2,1,7.0,4.14,4.74,2.96,11.0,29.36,59.2,2.96
6,0,12.0,3.89,4.45,2.78,4.0,28.48,55.6,2.78
11,1,10.0,3.43,3.92,2.45,16.5,12.7,49.0,2.45
12,1,13.0,4.73,5.41,3.38,22.5,18.58,67.6,3.38
2,1,9.0,5.22,5.97,3.73,21.0,29.67999999999999,74.6,3.73
10,1,11.0,3.74,4.27,2.67,22.0,9.719999999999999,53.4,2.67
1,1,10.0,4.82,5.5,3.44,19.0,26.03999999999999,68.8,3.44
11,1,10.0,3.4,3.89,2.43,17.0,11.88,48.6,2.43
11,1,13.0,5.08,5.81,3.63,20.0,25.08,72.6,3.63
7,1,9.0,4.49,5.14,3.21,18.0,24.36,64.2,3.21
12,1,4.0,3.7,4.22,2.64,17.0,21.23999999999999,52.8,2.64
8,1,11.0,4.98,5.7,3.56,22.0,23.96000000000001,71.2,3.56
7,0,10.0,5.17,5.9,3.69,15.0,34.03999999999999,73.8,3.69
7,0,9.0,3.44,3.94,2.46,15.0,15.36,49.2,2.46
6,0,14.0,4.42,5.06,3.16,16.5,20.06,63.2,3.16
5,0,10.0,4.0,4.58,2.86,11.0,24.76000000000001,57.2,2.86
12,1,14.0,4.54,5.18,3.24,16.0,21.84,64.8,3.24
6,0,3.0,4.4,5.02,3.14,10.5,36.73999999999999,62.8,3.14
10,1,5.0,3.07,3.5,2.19,9.5,20.54,43.8,2.19
11,1,11.0,4.0,4.58,2.86,19.5,15.26000000000001,57.2,2.86
2,0,13.0,4.94,5.65,3.53,20.5,22.97999999999999,70.6,3.53
4,0,11.0,3.51,4.02,2.51,12.0,17.16,50.2,2.51
2,1,10.0,4.96,5.66,3.54,17.5,29.14,70.8,3.54
6,0,3.0,3.01,3.44,2.15,7.0,24.4,43.0,2.15
5,0,11.0,4.06,4.64,2.9,18.0,17.40000000000001,58.0,2.9
2,1,10.0,4.77,5.46,3.41,17.5,27.06,68.2,3.41
2,1,8.0,3.16,3.62,2.26,12.0,16.16,45.2,2.26
12,1,11.0,4.21,4.82,3.01,17.0,20.16,60.2,3.01
12,1,14.0,4.77,5.46,3.41,19.0,21.56,68.2,3.41
6,0,10.0,3.39,3.87,2.42,14.0,14.72,48.4,2.42
12,1,10.0,3.98,4.54,2.84,21.0,14.44,56.8,2.84
5,0,10.0,5.11,5.84,3.65,21.0,27.40000000000001,73.0,3.65
5,0,4.0,2.23,2.54,1.59,6.5,14.94,31.8,1.59
5,0,9.0,4.77,5.46,3.41,16.0,29.56,68.2,3.41
11,1,15.0,5.22,5.97,3.73,21.0,23.67999999999999,74.6,3.73
2,0,12.0,3.44,3.94,2.46,14.0,13.36,49.2,2.46
5,0,10.0,4.1,4.69,2.93,3.0,33.88,58.6,2.93
2,1,7.0,4.61,5.26,3.29,14.0,31.64,65.8,3.29
12,1,15.0,5.24,5.98,3.74,23.0,21.84,74.8,3.74
4,0,11.0,4.83,5.52,3.45,15.0,29.2,69.0,3.45
2,1,11.0,4.02,4.59,2.87,13.5,21.41999999999999,57.4,2.87
2,1,14.0,5.08,5.81,3.63,21.5,22.58,72.6,3.63
1,1,9.0,3.63,4.14,2.59,15.5,16.94,51.8,2.59
4,0,9.0,3.3,3.78,2.36,11.5,17.26,47.2,2.36
2,1,14.0,4.73,5.41,3.38,17.5,22.58,67.6,3.38
2,1,8.0,3.39,3.87,2.42,7.5,23.22,48.4,2.42
2,1,6.0,4.59,5.25,3.28,17.0,29.47999999999999,65.6,3.28
5,0,9.0,4.52,5.17,3.23,14.5,28.17999999999999,64.6,3.23
12,1,4.0,3.91,4.46,2.79,11.0,29.64,55.8,2.79
12,1,11.0,4.19,4.78,2.99,10.0,26.84,59.8,2.99
11,1,1.0,1.26,1.44,0.9,0.5,12.9,18.0,0.9
1,1,10.0,3.16,3.62,2.26,11.0,15.16,45.2,2.26
6,0,9.0,4.42,5.06,3.16,10.0,31.56,63.2,3.16
11,1,12.0,2.14,2.45,1.53,3.5,8.98,30.6,1.53
7,1,11.0,4.23,4.83,3.02,20.0,17.32,60.4,3.02
12,1,13.0,3.63,4.14,2.59,12.0,16.44,51.8,2.59
2,1,10.0,5.35,6.11,3.82,15.0,36.12,76.4,3.82
11,1,11.0,4.59,5.25,3.28,17.0,24.47999999999999,65.6,3.28
2,1,13.0,3.99,4.56,2.85,20.0,12.59999999999999,57.0,2.85
3,0,11.0,4.06,4.64,2.9,13.0,22.40000000000001,58.0,2.9
4,0,11.0,3.77,4.3,2.69,10.0,22.04,53.8,2.69
2,1,10.0,4.63,5.3,3.31,18.5,24.46000000000001,66.2,3.31
12,1,11.0,4.69,5.36,3.35,18.5,24.09999999999999,67.0,3.35
11,1,10.0,4.58,5.23,3.27,20.0,22.32000000000001,65.4,3.27
7,1,4.0,3.49,3.98,2.49,15.0,20.84,49.8,2.49
2,1,13.0,5.25,6.0,3.75,20.0,27.0,75.0,3.75
2,1,11.0,3.54,4.05,2.53,12.0,17.48,50.6,2.53
2,1,13.0,4.16,4.75,2.97,15.0,19.52,59.4,2.97
2,1,12.0,5.36,6.13,3.83,20.5,28.77999999999999,76.6,3.83
2,0,10.0,4.26,4.86,3.04,12.5,26.14,60.8,3.04
2,1,12.0,4.87,5.57,3.48,20.5,23.17999999999999,69.6,3.48
5,0,13.0,3.72,4.26,2.66,1.5,28.06000000000001,53.2,2.66
7,1,10.0,3.68,4.21,2.63,11.0,21.08,52.6,2.63
2,1,11.0,4.02,4.59,2.87,17.0,17.91999999999999,57.4,2.87
2,1,12.0,4.77,5.46,3.41,17.0,25.56,68.2,3.41
2,1,13.0,3.74,4.27,2.67,15.0,14.72,53.4,2.67
2,0,7.0,5.29,6.05,3.78,14.8,38.67999999999999,75.6,3.78
2,1,8.0,4.91,5.62,3.51,10.5,37.66,70.2,3.51
2,0,11.0,4.38,5.01,3.13,8.5,30.58000000000001,62.6,3.13
7,1,6.0,5.08,5.81,3.63,22.5,29.58,72.6,3.63
6,0,3.0,4.31,4.93,3.08,12.5,33.78,61.6,3.08
2,0,9.0,4.28,4.9,3.06,8.5,31.46,61.2,3.06
11,1,9.0,3.65,4.18,2.61,14.5,18.26000000000001,52.2,2.61
2,1,13.0,3.85,4.4,2.75,6.5,24.5,55.0,2.75
5,0,11.0,5.12,5.86,3.66,16.0,31.56,73.2,3.66
2,1,10.0,4.13,4.72,2.95,11.0,26.2,59.0,2.95
7,1,8.0,4.38,5.01,3.13,15.5,26.58000000000001,62.6,3.13
5,0,11.0,4.97,5.68,3.55,22.0,23.8,71.0,3.55
8,1,6.0,2.72,3.1,1.94,3.0,22.04,38.8,1.94
11,1,6.0,2.14,2.45,1.53,13.5,4.980000000000004,30.6,1.53
11,1,15.0,3.89,4.45,2.78,20.25,9.229999999999997,55.6,2.78
7,1,12.0,3.85,4.4,2.75,6.25,25.75,55.0,2.75
1,1,12.0,3.18,3.63,2.27,10.5,13.82,45.4,2.27
8,1,7.0,4.63,5.3,3.31,13.0,32.96000000000001,66.2,3.31
7,1,9.0,4.73,5.41,3.38,10.75,34.33,67.6,3.38
5,0,9.0,4.97,5.68,3.55,20.0,27.8,71.0,3.55
1,1,14.0,4.89,5.58,3.49,16.5,25.34,69.8,3.49
4,0,13.0,3.85,4.4,2.75,12.0,19.0,55.0,2.75
7,1,10.0,4.65,5.31,3.32,10.0,33.12,66.4,3.32
2,1,12.0,4.54,5.18,3.24,20.5,19.34,64.8,3.24
8,1,14.0,5.6,6.4,4.0,17.5,32.5,80.0,4.0
11,1,10.0,3.88,4.43,2.77,17.5,16.82,55.4,2.77
6,0,9.0,4.54,5.18,3.24,10.0,32.84,64.8,3.24
2,1,10.0,3.19,3.65,2.28,13.0,13.48,45.6,2.28
5,0,6.0,3.11,3.55,2.22,12.5,17.02,44.4,2.22
5,0,13.0,4.05,4.62,2.89,18.5,14.73999999999999,57.8,2.89
2,1,10.0,4.75,5.42,3.39,19.5,24.73999999999999,67.8,3.39
5,0,7.0,3.67,4.19,2.62,6.5,28.42,52.4,2.62
10,1,8.0,4.24,4.85,3.03,7.0,33.48,60.6,3.03
2,1,10.0,4.51,5.15,3.22,13.5,28.02000000000001,64.4,3.22
8,1,11.0,4.12,4.7,2.94,13.5,22.53999999999999,58.8,2.94
12,1,10.0,4.26,4.86,3.04,8.0,30.64,60.8,3.04
1,1,14.0,4.82,5.5,3.44,21.0,20.03999999999999,68.8,3.44
10,1,10.0,4.89,5.58,3.49,18.5,27.34,69.8,3.49
7,1,9.0,3.75,4.29,2.68,14.5,19.38,53.6,2.68
12,1,12.0,3.7,4.22,2.64,15.0,15.23999999999999,52.8,2.64
2,1,7.0,4.1,4.69,2.93,13.5,26.38,58.6,2.93
2,1,10.0,3.81,4.35,2.72,17.0,16.52,54.4,2.72
5,0,11.0,5.04,5.76,3.6,13.0,33.6,72.0,3.6
6,0,14.0,2.76,3.15,1.97,7.0,10.52,39.4,1.97
5,0,12.0,3.6,4.11,2.57,9.0,20.12,51.4,2.57
7,1,11.0,2.52,2.88,1.8,17.0,0.7999999999999972,36.0,1.8
2,1,12.0,4.19,4.78,2.99,12.0,23.84,59.8,2.99
2,1,11.0,5.15,5.89,3.68,11.0,36.88,73.6,3.68
11,1,11.0,4.17,4.77,2.98,8.5,28.18,59.6,2.98
6,0,14.0,4.05,4.62,2.89,4.0,28.23999999999999,57.8,2.89
6,0,10.0,3.63,4.14,2.59,4.0,27.44,51.8,2.59
3,0,7.0,4.09,4.67,2.92,16.0,23.72,58.4,2.92
10,1,12.0,4.91,5.62,3.51,17.0,27.16,70.2,3.51
4,0,9.0,4.56,5.22,3.26,16.5,26.66,65.2,3.26
5,0,9.0,3.57,4.08,2.55,7.5,24.3,51.0,2.55
11,1,9.0,4.21,4.82,3.01,10.0,29.16,60.2,3.01
1,1,6.0,2.77,3.17,1.98,21.66,4.020000000000003,39.6,1.98
2,1,10.0,4.62,5.28,3.3,20.0,22.8,66.0,3.3
2,1,12.0,3.16,3.62,2.26,13.5,10.66,45.2,2.26
2,1,6.0,3.37,3.86,2.41,15.25,17.31,48.2,2.41
7,1,10.0,4.23,4.83,3.02,11.0,27.32,60.4,3.02
2,1,10.0,3.84,4.38,2.74,17.0,16.84,54.8,2.74
2,1,13.0,5.08,5.81,3.63,19.0,26.08,72.6,3.63
2,1,10.0,4.47,5.1,3.19,14.0,27.03999999999999,63.8,3.19
7,1,12.0,4.38,5.01,3.13,18.5,19.58000000000001,62.6,3.13
7,1,4.0,4.13,4.72,2.95,15.5,27.7,59.0,2.95
2,1,10.0,4.97,5.68,3.55,20.0,26.8,71.0,3.55
2,1,11.0,4.0,4.58,2.86,10.0,24.76000000000001,57.2,2.86
7,1,11.0,4.59,5.25,3.28,15.0,26.47999999999999,65.6,3.28
11,1,14.0,3.75,4.29,2.68,8.0,20.88,53.6,2.68
8,1,11.0,5.08,5.81,3.63,14.0,33.08,72.6,3.63
2,1,8.0,4.55,5.2,3.25,14.0,30.0,65.0,3.25
2,1,2.0,3.09,3.54,2.21,3.0,30.36,44.2,2.21
7,0,7.0,4.38,5.01,3.13,14.5,28.58000000000001,62.6,3.13
12,1,12.0,5.19,5.94,3.71,18.0,29.36,74.2,3.71
7,1,5.0,2.52,2.88,1.8,9.0,14.8,36.0,1.8
3,0,15.0,4.79,5.47,3.42,18.5,21.22000000000001,68.4,3.42
10,1,11.0,3.35,3.82,2.39,4.0,23.24,47.8,2.39
2,1,13.0,4.09,4.67,2.92,13.5,20.22,58.4,2.92
2,0,11.0,4.24,4.85,3.03,15.0,22.48,60.6,3.03
6,0,12.0,5.08,5.81,3.63,16.5,29.58,72.6,3.63
8,1,8.0,3.92,4.48,2.8,18.0,18.8,56.0,2.8
9,1,7.0,4.55,4.0,2.5,20.95,18.0,57.0,2.75
2,1,15.0,5.46,6.24,3.9,18.0,29.4,78.0,3.9
2,1,7.0,3.7,4.22,2.64,7.0,28.24,52.8,2.64
2,0,13.0,5.43,6.21,3.88,24.0,25.08,77.6,3.88
1,1,11.0,4.73,5.41,3.38,14.5,28.58,67.6,3.38
12,1,11.0,3.78,4.32,2.7,17.5,14.7,54.0,2.7
5,0,9.0,4.31,4.93,3.08,13.0,27.28,61.6,3.08
5,0,13.0,5.38,6.14,3.84,23.5,24.94,76.8,3.84
11,1,9.0,5.03,5.74,3.59,21.25,27.19,71.8,3.59
7,0,15.0,4.91,5.62,3.51,20.5,20.66,70.2,3.51
2,1,10.0,4.41,5.04,3.15,21.0,19.40000000000001,63.0,3.15
2,1,2.0,4.17,4.77,2.98,12.0,33.68,59.6,2.98
2,1,9.0,4.28,4.9,3.06,11.0,28.96000000000001,61.2,3.06
12,1,11.0,4.4,5.02,3.14,20.0,19.23999999999999,62.8,3.14
1,1,7.0,4.89,5.58,3.49,17.5,31.34,69.8,3.49
11,1,10.0,2.86,3.26,2.04,17.5,5.140000000000001,40.8,2.04
11,1,10.0,3.44,3.94,2.46,10.0,19.36,49.2,2.46
3,0,9.0,3.74,4.27,2.67,18.5,15.22,53.4,2.67
8,1,8.0,5.08,5.81,3.63,14.3,35.77999999999999,72.6,3.63
2,1,14.0,5.17,5.9,3.69,21.5,23.53999999999999,73.8,3.69
12,1,13.0,4.17,4.77,2.98,17.0,17.68,59.6,2.98
5,0,8.0,3.74,4.27,2.67,17.5,17.22,53.4,2.67
12,1,15.0,4.68,5.34,3.34,24.0,14.44,66.8,3.34
4,0,3.0,3.29,3.76,2.35,13.0,21.6,47.0,2.35
4,0,8.0,4.0,4.58,2.86,16.0,21.76000000000001,57.2,2.86
6,0,1.0,4.02,4.59,2.87,5.5,39.42,57.4,2.87
5,0,10.0,3.64,4.16,2.6,11.0,20.6,52.0,2.6
11,1,12.0,3.85,4.4,2.75,21.0,11.0,55.0,2.75
6,0,12.0,4.83,5.52,3.45,20.0,23.2,69.0,3.45
5,0,12.0,4.14,4.74,2.96,20.0,15.36,59.2,2.96
2,0,14.0,4.72,5.39,3.37,15.0,24.92,67.4,3.37
2,0,12.0,4.72,5.39,3.37,14.0,27.92,67.4,3.37
5,0,11.0,4.19,4.78,2.99,12.5,24.34,59.8,2.99
7,1,9.0,3.65,4.18,2.61,14.0,18.76000000000001,52.2,2.61
2,1,14.0,5.36,6.13,3.83,23.0,24.27999999999999,76.6,3.83
2,1,8.0,3.98,4.54,2.84,12.5,24.94,56.8,2.84
5,0,14.0,5.17,5.9,3.69,23.5,21.53999999999999,73.8,3.69
4,0,11.0,3.61,4.13,2.58,11.0,19.28,51.6,2.58
5,0,10.0,4.87,5.57,3.48,19.5,26.17999999999999,69.6,3.48
11,1,10.0,3.0,3.42,2.14,6.0,18.23999999999999,42.8,2.14
6,0,11.0,4.1,4.69,2.93,19.5,16.38,58.6,2.93
2,1,4.0,3.68,4.21,2.63,14.0,24.08,52.6,2.63
8,1,7.0,4.28,4.9,3.06,17.0,24.96000000000001,61.2,3.06
4,0,11.0,3.72,4.26,2.66,17.0,14.56,53.2,2.66
11,1,8.0,5.0,5.71,3.57,21.5,27.62,71.4,3.57
4,0,12.0,4.4,5.02,3.14,17.0,21.23999999999999,62.8,3.14
4,0,12.0,4.84,5.54,3.46,12.0,31.36,69.2,3.46
2,0,10.0,4.02,4.59,2.87,18.0,17.91999999999999,57.4,2.87
8,1,8.0,0.28,5.5,5.0,22.22,24.0,65.0,3.25
2,1,8.0,4.26,4.86,3.04,13.5,27.14,60.8,3.04
2,1,12.0,4.12,4.7,2.94,16.5,18.53999999999999,58.8,2.94
2,1,13.0,4.75,5.42,3.39,16.5,24.73999999999999,67.8,3.39
2,1,12.0,3.67,4.19,2.62,5.5,24.42,52.4,2.62
4,0,8.0,3.61,4.13,2.58,20.5,12.78,51.6,2.58
6,0,12.0,4.42,5.06,3.16,10.0,28.56,63.2,3.16
11,1,12.0,3.33,3.81,2.38,16.0,10.08000000000001,47.6,2.38
6,0,4.0,3.93,4.5,2.81,12.0,28.96,56.2,2.81
2,1,13.0,4.35,4.98,3.11,16.0,20.76000000000001,62.2,3.11
12,1,13.0,4.27,4.88,3.05,10.5,25.3,61.0,3.05
8,1,12.0,4.82,5.5,3.44,18.0,25.03999999999999,68.8,3.44
5,0,14.0,5.33,6.1,3.81,19.0,27.96000000000001,76.2,3.81
2,0,13.0,5.04,5.76,3.6,22.0,22.6,72.0,3.6
2,1,12.0,5.4,6.18,3.86,16.5,33.26000000000001,77.2,3.86
2,1,11.0,2.66,3.04,1.9,16.0,3.400000000000006,38.0,1.9
8,1,14.0,5.6,6.4,4.0,23.5,26.5,80.0,4.0
12,1,11.0,4.77,5.46,3.41,12.0,31.56,68.2,3.41
12,1,10.0,4.33,4.94,3.09,19.0,20.44,61.8,3.09
2,1,11.0,5.26,6.02,3.76,22.5,26.66,75.2,3.76
4,0,9.0,4.7,5.38,3.36,17.0,27.76000000000001,67.2,3.36
5,0,11.0,5.08,5.81,3.63,19.5,27.58,72.6,3.63
2,1,9.0,3.77,4.3,2.69,18.0,16.03999999999999,53.8,2.69
2,1,9.0,4.24,4.85,3.03,18.0,21.48,60.6,3.03
2,1,8.0,4.48,5.12,3.2,6.75,36.45,64.0,3.2
8,1,10.0,5.33,6.1,3.81,22.5,28.46000000000001,76.2,3.81
6,0,7.0,3.26,3.73,2.33,6.0,24.28,46.6,2.33
7,1,8.0,2.0,2.29,1.43,9.25,5.630000000000003,28.6,1.43
8,1,14.0,3.42,3.9,2.44,7.0,18.04,48.8,2.44
2,1,4.0,3.35,3.82,2.39,5.6,28.64,47.8,2.39
1,1,6.0,3.57,4.08,2.55,19.0,15.8,51.0,2.55
10,1,6.0,3.56,4.06,2.54,18.16,16.48,50.8,2.54
5,0,14.0,5.1,5.82,3.64,21.0,23.23999999999999,72.8,3.64
2,1,11.0,3.18,3.63,2.27,14.5,10.82,45.4,2.27
7,1,10.0,3.84,4.38,2.74,12.0,21.84,54.8,2.74
4,0,11.0,4.27,4.88,3.05,12.0,25.8,61.0,3.05
2,1,6.0,4.55,5.2,3.25,17.0,29.0,65.0,3.25
11,1,10.0,4.48,5.12,3.2,15.0,26.2,64.0,3.2
12,1,15.0,4.45,5.09,3.18,24.0,11.88,63.6,3.18
2,1,12.0,5.26,6.02,3.76,20.5,27.66,75.2,3.76
8,1,6.5,5.600000000000001,5.5,0.0,5.399999999999999,16.0,39.0,0.0
6,0,14.0,5.54,6.34,3.96,24.0,25.36,79.2,3.96
2,1,10.0,4.73,5.41,3.38,20.5,23.58,67.6,3.38
5,0,11.0,4.3,4.91,3.07,6.5,31.62,61.4,3.07
5,0,15.0,5.54,6.34,3.96,25.0,23.36,79.2,3.96
2,0,13.0,4.17,4.77,2.98,18.0,16.68,59.6,2.98
11,1,11.0,2.53,2.9,1.81,9.0,8.960000000000004,36.2,1.81
5,0,13.0,5.15,5.89,3.68,19.5,26.38,73.6,3.68
5,0,12.0,4.14,4.74,2.96,15.75,19.61,59.2,2.96
2,1,13.0,4.63,5.3,3.31,16.0,23.96000000000001,66.2,3.31
8,1,7.0,3.93,4.5,2.81,16.5,21.46000000000001,56.2,2.81
2,1,11.0,4.27,4.88,3.05,11.0,26.8,61.0,3.05
2,1,10.0,5.15,5.89,3.68,17.25,31.63,73.6,3.68
8,1,9.0,4.2,4.8,3.0,11.5,27.5,60.0,3.0
2,1,10.0,3.81,4.35,2.72,15.5,18.02,54.4,2.72
8,1,6.0,2.8,3.2,2.0,10.0,16.0,40.0,2.0
2,1,14.0,5.24,5.98,3.74,20.0,25.84,74.8,3.74
12,1,11.0,3.37,3.86,2.41,18.5,9.060000000000002,48.2,2.41
1,1,11.0,3.04,3.47,2.17,4.0,19.72,43.4,2.17
12,1,14.0,5.28,6.03,3.77,25.0,21.32000000000001,75.4,3.77
7,1,9.0,4.35,4.98,3.11,7.0,33.76000000000001,62.2,3.11
6,0,14.0,5.24,5.98,3.74,18.0,27.84,74.8,3.74
2,1,10.0,4.87,5.57,3.48,22.5,23.17999999999999,69.6,3.48
6,0,9.0,4.48,5.12,3.2,10.5,31.7,64.0,3.2
11,1,10.0,4.66,5.33,3.33,10.0,33.27999999999999,66.6,3.33
5,0,9.0,3.33,3.81,2.38,8.0,21.08,47.6,2.38
1,1,5.0,4.02,4.59,2.87,11.5,29.42,57.4,2.87
12,1,14.0,4.3,4.91,3.07,14.5,20.62,61.4,3.07
2,1,8.0,5.29,6.05,3.78,19.5,32.97999999999999,75.6,3.78
5,0,12.0,4.19,4.78,2.99,7.0,28.84,59.8,2.99
2,1,10.0,3.58,4.1,2.56,14.5,16.46000000000001,51.2,2.56
2,1,12.0,5.17,5.9,3.69,22.0,25.03999999999999,73.8,3.69
7,0,3.0,3.37,3.86,2.41,5.0,30.56,48.2,2.41
5,0,14.0,5.45,6.22,3.89,16.5,31.73999999999999,77.8,3.89
4,0,11.0,4.58,5.23,3.27,13.5,27.82000000000001,65.4,3.27
4,0,13.0,4.9,5.6,3.5,20.0,23.0,70.0,3.5
6,0,10.0,4.47,5.1,3.19,20.5,20.53999999999999,63.8,3.19
2,0,9.0,3.75,4.29,2.68,12.0,21.88,53.6,2.68
2,1,5.0,3.7,4.22,2.64,12.5,24.74,52.8,2.64
7,1,15.0,5.56,6.35,3.97,19.0,29.52000000000001,79.4,3.97
5,0,9.0,4.73,5.41,3.38,17.0,28.08,67.6,3.38
2,1,9.0,4.23,4.83,3.02,14.5,24.82,60.4,3.02
4,0,9.0,4.83,5.52,3.45,20.0,26.2,69.0,3.45
12,1,14.0,5.15,5.89,3.68,25.0,19.88,73.6,3.68
2,1,11.0,4.49,5.14,3.21,18.5,21.86,64.2,3.21
12,1,14.0,4.89,5.58,3.49,18.0,23.84,69.8,3.49
10,1,12.0,3.71,4.24,2.65,13.5,16.9,53.0,2.65
12,1,10.0,3.71,4.24,2.65,9.0,23.4,53.0,2.65
6,0,7.0,3.98,4.54,2.84,6.5,31.94,56.8,2.84
7,1,9.0,4.76,5.44,3.4,15.0,30.40000000000001,68.0,3.4
7,1,10.0,3.56,4.06,2.54,16.0,14.64,50.8,2.54
11,1,9.0,3.47,3.97,2.48,13.5,17.18,49.6,2.48
7,0,12.0,5.26,6.02,3.76,17.0,31.16,75.2,3.76
12,1,13.0,4.65,5.31,3.32,14.25,25.87,66.4,3.32
11,1,6.0,4.07,4.66,2.91,7.5,33.06,58.2,2.91
10,1,9.0,3.99,4.56,2.85,16.0,20.59999999999999,57.0,2.85
11,1,14.0,3.56,4.06,2.54,12.0,14.64,50.8,2.54
4,0,11.0,4.03,4.61,2.88,11.5,23.58000000000001,57.6,2.88
2,1,12.0,4.91,5.62,3.51,25.0,19.16,70.2,3.51
2,1,8.0,3.05,3.49,2.18,13.0,13.88,43.6,2.18
4,0,14.0,4.48,5.12,3.2,11.5,25.7,64.0,3.2
4,0,11.0,4.48,5.12,3.2,12.0,28.2,64.0,3.2
2,1,12.0,4.62,5.28,3.3,21.0,19.8,66.0,3.3
7,1,11.0,5.03,5.74,3.59,20.0,26.44,71.8,3.59
4,0,14.0,3.96,4.53,2.83,10.5,20.78,56.6,2.83
6,0,10.0,4.73,5.41,3.38,17.5,26.58,67.6,3.38
7,1,13.0,4.79,5.47,3.42,22.0,19.72000000000001,68.4,3.42
1,1,8.0,2.94,3.36,2.1,12.0,13.6,42.0,2.1
12,1,10.0,5.18,5.92,3.7,22.5,26.7,74.0,3.7
7,1,6.0,1.58,1.81,1.13,5.0,7.080000000000002,22.6,1.13
7,1,10.0,3.85,4.4,2.75,20.0,14.0,55.0,2.75
5,0,3.0,4.14,4.74,2.96,11.0,33.36,59.2,2.96
11,1,3.0,3.86,4.42,2.76,11.5,29.66,55.2,2.76
4,0,7.0,3.6,4.11,2.57,10.0,24.12,51.4,2.57
9,1,13.83,6.26,5.2,4.5,19.0,26.0,75.0,3.75
2,1,8.0,2.62,2.99,1.87,17.0,4.919999999999995,37.4,1.87
11,1,13.0,4.83,5.52,3.45,15.5,26.7,69.0,3.45
2,1,6.0,4.17,4.77,2.98,13.0,28.68,59.6,2.98
5,0,12.0,5.05,5.78,3.61,14.0,31.76000000000001,72.2,3.61
2,0,11.0,4.72,5.39,3.37,19.0,23.92,67.4,3.37
11,1,9.0,5.1,5.82,3.64,19.0,30.23999999999999,72.8,3.64
11,1,7.0,3.89,4.45,2.78,16.0,21.48,55.6,2.78
2,1,14.0,3.51,4.02,2.51,15.5,10.66,50.2,2.51
6,0,12.0,3.96,4.53,2.83,8.0,25.28,56.6,2.83
6,0,13.0,5.19,5.94,3.71,18.0,28.36,74.2,3.71
2,1,6.0,5.1,5.82,3.64,15.5,36.73999999999999,72.8,3.64
2,1,14.0,4.02,4.59,2.87,20.0,11.91999999999999,57.4,2.87
6,0,9.0,3.14,3.58,2.24,3.5,23.34,44.8,2.24
10,1,12.0,3.99,4.56,2.85,14.5,19.09999999999999,57.0,2.85
9,1,5.0,3.99,4.5,3.0,14.01,16.5,47.0,2.25
6,0,14.0,4.42,5.06,3.16,17.0,19.56,63.2,3.16
7,1,13.0,4.59,5.25,3.28,12.0,27.47999999999999,65.6,3.28
7,1,13.0,4.19,4.78,2.99,8.0,26.84,59.8,2.99
7,1,11.0,3.92,4.48,2.8,5.0,28.8,56.0,2.8
4,0,8.0,4.12,4.7,2.94,16.0,23.03999999999999,58.8,2.94
3,0,5.0,4.56,5.22,3.26,19.0,28.16,65.2,3.26
1,1,8.0,3.04,3.47,2.17,12.0,14.72,43.4,2.17
